#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string
#group,false,false,true,true,false,false,true,true,true,true,true,true,true
#default,mean,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,container_name,host,namespace,node_name,pod_name
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-29T09:00:00Z,4726126.638888889,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-29T10:00:00Z,4671257.705555555,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-29T11:00:00Z,4665961.405555556,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-29T12:00:00Z,4848017.641666667,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-29T13:00:00Z,4676183.363888889,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-29T14:00:00Z,4690513.377777778,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-29T15:00:00Z,4739250.405555556,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-29T16:00:00Z,4849629.375,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-29T17:00:00Z,4659976.313888889,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-29T18:00:00Z,4700676.658333333,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-29T19:00:00Z,4742772.247222222,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-29T20:00:00Z,4762183.094444444,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-29T21:00:00Z,4545974.480555556,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-29T22:00:00Z,4586936.286111111,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-29T23:00:00Z,4742589.647222222,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-30T00:00:00Z,4615141.541666667,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-30T01:00:00Z,4529598.644444444,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-30T02:00:00Z,4836100.663888888,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-30T03:00:00Z,4691506.563888889,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-30T04:00:00Z,4706916.605555556,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-30T05:00:00Z,4817102.002777778,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-30T06:00:00Z,4696612.208333333,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-30T07:00:00Z,4724807.766666667,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-30T08:00:00Z,4705059.436111111,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-30T09:00:00Z,4776256.5,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-30T10:00:00Z,4730074.625,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-30T11:00:00Z,4782496.463888889,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-30T12:00:00Z,4780791.083333333,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-30T13:00:00Z,4750127.622222222,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-30T14:00:00Z,4736163.5,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-30T15:00:00Z,4768919.869444445,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-30T16:00:00Z,4734674.991666666,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-30T17:00:00Z,4719061.258333334,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-30T18:00:00Z,4668239.363888889,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
